elevation_meters,elevation_factor,rain_intensity_mm_hr,cumulative_rainfall_3h_mm,soil_saturation_percent,drainage_capacity_m3s,drainage_saturation_percent,current_water_level_cm,water_level_rise_rate_10m,future_water_level_15m_cm,future_water_level_30m_cm,future_water_level_60m_cm,is_anomaly,risk_class,risk_label
572.8,0.284,3.2,19.0,38.4,14.3,15.0,7.7,0.25,8.3,8.2,7.8,0,0,LOW
580.5,0.105,11.5,36.2,50.8,11.5,88.9,24.6,2.89,29.0,32.9,41.3,0,2,HIGH
578.8,0.144,14.5,28.7,41.1,19.4,53.8,18.4,0.1,18.7,18.9,19.5,0,1,MODERATE
543.3,0.97,15.2,60.8,51.6,23.4,58.7,28.2,0.4,28.9,29.1,32.2,0,2,HIGH
543.2,0.972,4.2,24.6,34.4,23.9,10.6,12.9,-0.03,13.3,13.0,11.3,0,1,MODERATE
549.9,0.816,24.4,68.0,63.0,11.9,100.0,33.1,5.04,40.9,49.1,61.1,0,3,CRITICAL
578.6,0.149,0.5,19.4,42.4,15.3,2.4,3.0,0.16,3.1,4.3,4.9,0,0,LOW
574.2,0.251,7.9,24.5,42.4,12.0,48.8,14.1,-0.13,13.5,12.9,13.1,0,0,LOW
580.9,0.095,27.3,68.8,61.9,12.3,100.0,24.5,4.17,30.9,37.5,48.7,0,3,CRITICAL
560.0,0.581,14.9,50.8,50.0,12.6,100.0,30.2,4.01,36.7,43.2,54.3,0,3,CRITICAL
556.7,0.658,5.4,52.3,50.1,12.7,37.3,17.5,-0.29,17.3,15.7,17.2,0,1,MODERATE
558.7,0.612,21.4,74.1,72.4,15.0,100.0,33.6,4.12,39.9,45.2,57.1,0,3,CRITICAL
567.0,0.419,15.1,28.6,49.2,22.0,59.1,22.6,0.31,22.6,23.7,24.4,0,2,HIGH
574.1,0.253,28.6,85.8,71.1,13.7,100.0,27.2,4.68,33.8,42.2,54.2,0,3,CRITICAL
547.4,0.874,23.9,66.7,56.9,18.6,100.0,33.7,5.38,41.6,49.0,64.1,0,3,CRITICAL
576.3,0.202,17.0,34.9,38.1,22.4,50.6,18.5,0.07,18.9,17.8,18.7,0,1,MODERATE
549.2,0.833,12.1,36.0,50.4,24.2,44.1,24.2,0.39,24.9,25.8,26.4,0,2,HIGH
554.6,0.707,2.6,21.3,32.3,21.6,6.8,14.1,0.07,14.2,15.0,14.3,0,1,MODERATE
551.2,0.786,5.5,46.0,44.1,11.6,36.6,21.4,-0.27,20.8,21.0,20.1,0,1,MODERATE
582.6,0.056,9.8,34.6,56.6,12.2,79.6,21.4,1.93,24.1,27.8,33.7,0,2,HIGH
559.1,0.602,16.5,33.7,42.4,20.2,60.6,22.8,0.08,22.5,23.7,24.8,0,2,HIGH
572.7,0.286,13.0,40.1,54.9,14.9,83.8,24.2,2.96,28.4,33.4,41.6,0,2,HIGH
544.4,0.944,6.1,43.9,55.4,11.2,52.8,24.8,0.22,25.4,25.1,26.7,0,2,HIGH
545.1,0.928,0.1,24.6,40.8,21.4,0.3,13.1,-0.18,12.6,12.7,10.4,0,0,LOW
576.2,0.205,12.3,37.3,39.3,19.3,43.8,13.9,0.4,14.0,14.1,15.6,0,1,MODERATE
575.5,0.221,6.1,24.9,41.5,12.8,34.6,13.8,-0.04,13.5,13.3,15.3,0,1,MODERATE
559.1,0.602,23.9,70.3,73.0,23.1,100.0,30.7,4.81,38.3,44.8,58.2,0,3,CRITICAL
552.1,0.765,0.4,28.0,43.7,11.1,2.8,8.6,0.1,8.8,8.1,8.6,0,0,LOW
572.6,0.288,15.8,43.3,61.0,11.2,100.0,30.0,3.9,36.1,41.0,53.9,0,3,CRITICAL
548.1,0.858,51.1,111.6,77.2,16.6,100.0,38.0,7.45,49.6,59.5,80.9,0,3,CRITICAL
571.2,0.321,3.4,31.8,53.2,23.9,13.2,10.2,0.21,10.5,11.6,10.5,0,0,LOW
560.6,0.567,11.5,45.4,47.4,19.9,47.9,17.1,-0.05,17.3,16.3,16.9,0,1,MODERATE
558.9,0.607,1.7,17.8,41.6,12.7,9.7,10.0,-0.05,9.8,9.9,9.9,0,0,LOW
543.0,0.977,17.7,54.6,52.1,10.4,100.0,35.8,4.57,43.2,48.5,61.2,0,3,CRITICAL
559.6,0.591,14.4,47.3,61.1,19.3,79.8,28.4,3.48,33.3,39.4,47.7,0,3,CRITICAL
571.3,0.319,9.4,33.4,45.7,12.6,59.7,21.7,-0.08,21.3,20.7,20.9,0,1,MODERATE
573.1,0.277,13.3,37.8,50.3,13.9,84.2,25.4,2.88,30.1,34.3,42.9,0,2,HIGH
574.7,0.24,40.8,139.6,100.0,17.7,100.0,26.7,4.83,34.1,40.5,56.2,0,3,CRITICAL
545.7,0.914,3.9,44.0,54.2,11.6,31.9,22.4,-0.07,21.9,22.2,22.3,0,2,HIGH
563.8,0.493,0.4,25.0,43.7,10.9,2.8,4.7,-0.27,4.2,3.2,1.9,0,0,LOW
553.6,0.73,35.6,93.1,70.3,15.4,100.0,33.3,5.76,41.7,49.8,67.4,0,3,CRITICAL
572.4,0.293,15.5,58.9,51.5,14.7,95.0,27.4,2.69,31.0,34.7,43.4,0,2,HIGH
566.9,0.421,39.8,104.7,91.0,16.6,100.0,30.2,4.86,37.7,44.5,59.1,0,3,CRITICAL
575.6,0.219,16.4,21.6,38.8,21.6,51.6,15.3,0.28,15.5,15.4,15.8,0,1,MODERATE
560.3,0.574,29.9,75.0,72.2,15.1,100.0,32.7,5.59,41.2,49.3,66.0,0,3,CRITICAL
581.0,0.093,10.1,58.9,51.3,11.3,80.2,24.6,1.74,26.7,29.1,35.5,0,2,HIGH
547.1,0.881,24.9,79.7,79.3,14.9,100.0,35.8,4.78,42.9,49.6,63.8,0,3,CRITICAL
570.6,0.335,44.0,128.5,100.0,24.5,100.0,29.8,5.96,38.7,48.4,63.8,0,3,CRITICAL
568.6,0.381,15.3,39.8,59.1,15.7,100.0,32.5,3.56,37.7,43.7,51.8,0,3,CRITICAL
558.3,0.621,3.6,32.9,47.9,22.0,13.7,13.0,0.18,13.0,13.9,14.9,0,1,MODERATE
550.5,0.802,5.6,51.8,51.8,11.6,43.8,21.1,-0.03,20.7,20.9,21.9,0,1,MODERATE
572.5,0.291,4.0,13.8,28.9,12.8,15.8,7.2,0.26,7.2,8.4,9.0,0,0,LOW
562.6,0.521,5.1,17.8,43.6,22.0,17.7,12.1,0.25,12.2,12.3,13.4,0,0,LOW
546.3,0.9,6.6,38.5,46.6,13.5,39.9,22.1,-0.26,21.9,20.8,20.5,0,1,MODERATE
543.0,0.977,14.6,54.3,53.6,24.5,55.9,25.6,0.15,25.5,26.4,25.7,0,2,HIGH
551.7,0.774,16.0,75.6,69.9,24.5,79.9,33.1,5.06,40.6,49.1,61.4,0,3,CRITICAL
557.0,0.651,10.0,22.5,38.4,13.9,48.3,23.8,-0.05,23.9,23.7,24.9,0,2,HIGH
555.9,0.677,17.2,55.6,58.7,24.5,72.1,28.3,0.03,28.2,28.5,28.7,0,2,HIGH
569.7,0.356,1.5,14.2,42.5,20.3,5.5,4.7,-0.06,4.4,4.4,5.0,0,0,LOW
560.0,0.581,1.7,43.8,57.0,20.0,8.5,10.2,-0.31,10.0,9.0,7.7,0,0,LOW
568.0,0.395,3.4,16.8,33.4,16.3,12.2,6.4,-0.2,6.1,5.7,6.3,0,0,LOW
559.8,0.586,13.1,64.2,53.7,11.5,100.0,35.0,3.49,40.0,45.4,53.5,0,3,CRITICAL
574.4,0.247,4.3,43.9,49.6,11.2,33.3,12.3,-0.16,11.6,12.0,12.9,0,0,LOW
558.1,0.626,6.0,12.6,28.5,21.8,13.7,13.8,0.08,14.3,14.4,13.9,0,1,MODERATE
575.1,0.23,9.2,36.9,47.4,12.1,63.1,16.9,-0.16,16.6,16.6,14.4,0,1,MODERATE
574.5,0.244,30.1,56.3,57.0,23.9,100.0,29.7,3.99,35.9,41.8,53.5,0,3,CRITICAL
563.1,0.509,0.3,36.0,55.7,19.1,1.5,5.3,-0.18,4.8,4.0,6.0,0,0,LOW
556.0,0.674,18.9,38.4,41.3,11.7,100.0,35.3,4.51,42.3,49.7,59.8,0,3,CRITICAL
567.9,0.398,19.9,72.5,65.8,14.2,100.0,30.4,4.31,37.0,43.5,53.9,0,3,CRITICAL
547.6,0.87,28.8,107.7,86.2,15.9,100.0,35.9,6.08,44.7,53.8,70.5,0,3,CRITICAL
563.8,0.493,48.6,106.6,92.1,12.2,100.0,32.6,6.26,42.0,52.2,70.2,0,3,CRITICAL
550.7,0.798,0.4,28.7,47.8,19.3,1.7,8.6,-0.03,8.9,8.4,7.5,0,0,LOW
557.6,0.637,3.0,36.2,51.3,12.2,22.1,13.2,0.05,13.8,12.8,14.2,0,0,LOW
550.4,0.805,39.1,92.4,68.1,16.9,100.0,33.4,6.85,43.5,53.4,73.6,0,3,CRITICAL
567.7,0.402,11.0,58.1,61.2,23.9,49.3,20.0,0.07,20.2,20.4,20.4,0,1,MODERATE
570.3,0.342,15.0,54.1,51.8,22.0,61.8,21.2,0.34,21.9,22.3,22.5,0,2,HIGH
569.0,0.372,19.6,50.5,59.3,21.5,94.6,27.9,3.33,32.7,38.0,45.8,0,3,CRITICAL
548.8,0.842,20.5,37.0,52.9,24.7,76.8,27.5,4.85,35.1,41.3,57.1,0,3,CRITICAL
565.7,0.449,48.3,151.3,96.3,10.3,100.0,33.1,5.72,41.8,50.2,67.0,0,3,CRITICAL
584.6,0.009,104.3,265.1,100.0,16.9,100.0,25.4,10.09,40.8,54.8,83.8,0,3,CRITICAL
583.5,0.035,22.9,82.6,73.5,14.8,100.0,27.4,2.42,30.6,35.1,40.9,0,3,CRITICAL
577.1,0.184,6.1,41.1,46.2,17.3,28.5,12.3,0.3,12.5,13.8,12.6,0,1,MODERATE
573.2,0.274,38.1,90.8,66.7,10.7,100.0,27.2,4.46,33.4,39.9,52.4,0,3,CRITICAL
574.6,0.242,0.9,2.5,24.8,20.3,1.9,3.0,0.09,2.7,3.2,5.0,0,0,LOW
577.6,0.172,4.7,33.7,37.9,15.2,20.5,7.4,-0.23,7.0,6.1,6.5,0,0,LOW
552.9,0.747,41.0,132.0,95.6,21.5,100.0,33.8,7.04,44.1,54.2,74.2,0,3,CRITICAL
550.4,0.805,5.3,23.2,49.6,19.5,23.6,16.8,-0.11,16.9,16.3,14.6,0,1,MODERATE
581.5,0.081,4.5,18.5,33.2,10.8,24.2,5.9,-0.26,5.1,5.0,2.8,0,0,LOW
570.5,0.337,2.7,33.1,51.3,22.1,11.0,5.0,-0.13,5.0,4.1,6.0,0,0,LOW
581.9,0.072,35.3,68.5,63.9,23.3,100.0,29.7,3.81,35.6,41.4,53.4,0,3,CRITICAL
572.5,0.291,12.5,46.2,59.8,23.7,55.2,16.0,0.28,16.1,17.8,18.1,0,1,MODERATE
564.8,0.47,20.2,42.5,41.6,16.5,89.1,27.0,3.54,32.0,37.7,47.1,0,3,CRITICAL
584.6,0.009,4.9,15.6,29.5,22.1,11.4,3.0,0.18,3.7,2.8,5.4,0,0,LOW
581.5,0.081,25.5,88.8,84.3,20.2,100.0,29.4,3.9,34.9,41.8,53.1,0,3,CRITICAL
561.3,0.551,25.7,76.7,65.5,14.6,100.0,33.6,5.29,41.6,49.8,63.7,0,3,CRITICAL
581.1,0.091,6.7,20.3,38.0,18.9,23.6,8.4,-0.03,8.2,7.3,7.0,0,0,LOW
563.6,0.498,9.5,40.3,41.3,11.1,61.9,23.2,0.16,23.2,22.7,22.5,0,2,HIGH
569.6,0.358,4.2,34.3,44.5,17.2,19.0,10.2,-0.09,9.8,9.6,10.0,0,0,LOW
569.5,0.36,67.6,216.1,100.0,22.8,100.0,30.2,7.14,41.3,51.0,71.2,0,3,CRITICAL
584.4,0.014,18.7,84.9,68.4,20.0,100.0,28.3,3.07,33.0,37.3,46.5,0,3,CRITICAL
572.3,0.295,49.1,99.7,80.8,20.9,100.0,31.0,5.21,38.3,47.5,63.0,0,3,CRITICAL
572.1,0.3,6.5,54.2,60.7,20.2,34.2,12.0,-0.09,12.2,11.7,10.2,0,0,LOW
561.2,0.553,27.4,39.6,54.4,20.4,100.0,34.8,4.78,42.4,49.5,61.3,0,3,CRITICAL
573.1,0.277,26.1,63.3,63.9,12.0,100.0,31.0,4.4,37.7,45.1,56.6,0,3,CRITICAL
566.7,0.426,21.2,65.7,56.4,20.4,100.0,28.7,3.34,33.8,38.0,49.0,0,3,CRITICAL
544.4,0.944,60.7,117.5,90.7,12.6,100.0,36.4,8.97,49.7,63.0,90.1,0,3,CRITICAL
548.7,0.844,9.0,16.1,29.2,21.4,21.5,16.1,0.34,16.8,16.5,18.8,0,1,MODERATE
576.3,0.202,2.5,7.8,31.6,16.6,8.3,5.7,0.02,5.3,5.1,5.0,0,0,LOW
548.9,0.84,20.0,59.9,57.2,23.4,85.6,31.6,4.46,38.4,44.7,57.1,0,3,CRITICAL
557.1,0.649,23.5,57.4,52.1,24.0,89.3,30.1,4.9,37.5,45.3,57.8,0,3,CRITICAL
554.8,0.702,15.4,56.9,66.8,21.4,84.1,30.0,3.78,35.6,41.5,52.7,0,3,CRITICAL
577.4,0.177,4.2,24.1,37.9,17.6,15.8,7.3,0.23,8.1,7.9,8.9,0,0,LOW
580.6,0.102,12.6,41.5,55.2,14.8,82.2,23.1,3.06,28.1,31.4,40.7,0,2,HIGH
573.4,0.27,6.7,51.2,62.9,11.0,67.0,20.2,0.12,20.2,19.8,22.7,0,1,MODERATE
556.2,0.67,10.0,20.2,47.6,16.4,50.8,21.0,0.17,21.4,20.6,22.8,0,1,MODERATE
544.0,0.953,18.7,73.2,64.7,10.1,100.0,40.2,4.96,47.6,55.6,70.2,0,3,CRITICAL
563.7,0.495,24.6,42.6,49.7,21.4,100.0,30.9,4.99,38.5,45.2,60.3,0,3,CRITICAL
548.8,0.842,4.8,12.7,41.7,22.2,15.8,15.4,-0.2,15.4,15.2,13.4,0,1,MODERATE
577.3,0.179,9.4,61.2,53.3,17.4,50.4,14.2,0.36,14.3,16.0,16.3,0,1,MODERATE
553.3,0.737,5.6,39.6,46.1,11.5,39.3,20.7,0.28,20.9,22.0,22.5,0,2,HIGH
552.3,0.76,4.0,23.6,49.8,24.8,14.1,12.0,-0.02,12.1,12.1,12.3,0,0,LOW
567.9,0.398,27.5,90.1,73.7,15.2,100.0,33.4,5.08,41.2,48.8,62.3,0,3,CRITICAL
547.7,0.867,43.2,127.4,90.1,11.9,100.0,33.5,7.16,43.8,54.2,75.6,0,3,CRITICAL
574.4,0.247,8.3,46.7,45.8,14.3,46.5,16.2,-0.09,16.0,15.0,15.8,0,1,MODERATE
572.9,0.281,25.0,69.3,68.0,14.2,100.0,32.3,3.69,38.1,43.6,52.3,0,3,CRITICAL
570.1,0.347,40.9,146.5,94.5,22.7,100.0,29.3,5.37,37.6,44.8,61.9,0,3,CRITICAL
584.7,0.007,33.7,89.1,67.9,10.2,100.0,24.9,3.24,29.8,34.2,42.2,0,2,HIGH
564.1,0.486,3.6,44.5,50.4,14.1,22.5,9.7,-0.05,9.6,9.2,7.7,0,0,LOW
558.1,0.626,56.3,118.0,81.4,10.7,100.0,31.7,7.12,42.3,53.0,71.2,0,3,CRITICAL
578.0,0.163,8.5,47.6,63.7,19.9,47.6,12.0,0.28,12.3,13.7,13.3,0,1,MODERATE
553.9,0.723,7.5,26.1,35.1,22.3,20.7,13.4,0.27,13.5,14.9,14.3,0,1,MODERATE
575.4,0.223,1.2,35.3,48.4,12.4,8.2,5.5,-0.34,4.9,4.7,2.2,0,0,LOW
547.9,0.863,12.0,52.2,62.5,15.8,83.1,33.2,4.95,40.7,47.9,60.2,0,3,CRITICAL
564.5,0.477,2.1,20.1,30.4,12.5,8.9,7.3,0.13,7.7,6.7,8.5,0,0,LOW
579.3,0.133,5.1,32.6,51.9,18.8,24.6,7.7,0.17,7.7,7.7,7.8,0,0,LOW
550.4,0.805,6.9,37.5,47.2,13.1,43.5,20.7,0.26,21.3,21.0,22.9,0,1,MODERATE
552.4,0.758,29.8,80.5,74.4,17.5,100.0,32.1,5.62,40.1,49.5,65.4,0,3,CRITICAL
572.3,0.295,37.5,79.1,64.2,17.1,100.0,28.5,5.24,36.0,43.6,58.0,0,3,CRITICAL
549.2,0.833,6.5,44.9,42.7,17.0,28.6,19.7,-0.21,19.4,19.0,18.8,0,1,MODERATE
552.3,0.76,35.2,103.6,88.1,19.7,100.0,37.2,6.3,46.3,57.0,72.6,0,3,CRITICAL
544.2,0.949,35.0,76.1,75.6,14.6,100.0,37.5,6.66,47.7,58.2,74.7,0,3,CRITICAL
563.1,0.509,26.0,94.6,69.3,23.2,100.0,32.6,4.57,39.8,45.4,58.4,0,3,CRITICAL
548.1,0.858,2.9,47.2,55.4,10.2,27.6,19.9,0.04,20.0,19.3,19.3,0,1,MODERATE
546.2,0.902,21.1,31.8,51.9,19.8,96.8,38.7,4.78,46.0,52.2,66.4,0,3,CRITICAL
571.1,0.323,52.2,81.5,80.5,23.6,100.0,31.9,6.59,41.8,51.0,70.9,0,3,CRITICAL
569.5,0.36,20.7,50.3,63.6,17.8,100.0,28.7,3.81,34.7,39.2,51.3,0,3,CRITICAL
556.4,0.665,7.3,48.8,58.2,19.2,38.7,19.0,0.35,19.4,19.2,20.6,0,1,MODERATE
561.4,0.549,12.5,44.4,43.1,12.1,77.9,24.7,3.07,28.8,34.6,43.1,0,2,HIGH
560.6,0.567,18.7,69.4,68.1,13.2,100.0,30.7,4.28,36.7,43.9,56.9,0,3,CRITICAL
556.3,0.667,12.9,32.6,41.1,13.8,67.2,26.4,0.18,26.9,27.9,28.6,0,2,HIGH
556.0,0.674,2.3,37.7,40.5,22.4,7.3,9.6,0.21,10.3,9.7,10.0,0,0,LOW
581.2,0.088,6.7,43.7,50.6,15.3,38.8,11.6,-0.18,11.7,10.2,10.5,0,0,LOW
575.8,0.214,29.2,54.4,49.4,22.5,100.0,28.0,4.22,34.4,41.5,53.6,0,3,CRITICAL
556.0,0.674,35.6,104.5,78.4,20.4,100.0,33.3,5.5,41.1,49.4,64.5,0,3,CRITICAL
555.6,0.684,2.7,26.7,43.6,20.0,10.3,11.1,-0.12,11.3,11.5,10.8,0,0,LOW
580.5,0.105,54.8,126.9,93.0,18.4,100.0,25.2,5.5,33.5,41.1,56.9,0,3,CRITICAL
568.2,0.391,7.2,33.2,47.1,19.2,30.9,13.3,0.03,13.8,13.9,15.3,0,1,MODERATE
573.7,0.263,19.5,64.6,55.3,13.9,100.0,27.1,3.19,32.1,37.3,46.4,0,3,CRITICAL
578.6,0.149,25.1,68.3,56.1,14.3,100.0,25.6,3.22,30.8,35.2,43.0,0,3,CRITICAL
561.1,0.556,30.1,104.1,79.0,22.3,100.0,30.0,5.31,38.3,45.4,59.8,0,3,CRITICAL
581.4,0.084,52.5,140.3,100.0,17.3,100.0,26.7,5.25,34.4,41.6,55.4,0,3,CRITICAL
556.7,0.658,6.8,52.6,55.5,15.3,43.2,22.3,0.27,23.0,24.0,25.5,0,2,HIGH
548.8,0.842,35.2,71.3,71.7,21.6,100.0,35.3,5.57,43.2,52.1,68.6,0,3,CRITICAL
566.2,0.437,2.5,26.4,47.4,11.4,18.2,8.5,-0.29,8.5,7.9,5.7,0,0,LOW
547.2,0.879,22.0,83.6,66.5,12.0,100.0,37.4,5.08,44.7,53.0,67.2,0,3,CRITICAL
570.2,0.344,24.4,81.2,76.8,12.9,100.0,28.8,4.33,35.5,42.3,53.7,0,3,CRITICAL
568.9,0.374,20.4,66.5,70.7,20.1,100.0,28.8,3.5,33.8,38.7,49.6,0,3,CRITICAL
575.2,0.228,5.2,47.9,56.2,11.2,45.7,16.6,0.16,16.6,16.8,16.5,0,1,MODERATE
554.6,0.707,37.2,84.5,75.4,20.0,100.0,36.1,5.5,44.1,52.6,69.2,0,3,CRITICAL
573.7,0.263,3.3,13.6,29.5,23.7,7.2,4.0,-0.04,4.3,4.8,3.5,0,0,LOW
567.8,0.4,1.0,7.2,40.6,18.5,3.8,6.8,0.11,6.6,7.7,9.2,0,0,LOW
554.5,0.709,22.8,57.2,49.3,15.8,100.0,35.0,5.32,42.8,51.6,66.0,0,3,CRITICAL
545.7,0.914,11.6,53.9,56.8,18.6,62.0,25.1,0.08,25.6,24.5,24.1,0,2,HIGH
565.0,0.465,34.0,54.7,66.8,21.3,100.0,31.4,4.97,38.5,47.0,59.2,0,3,CRITICAL
558.7,0.612,8.7,34.0,38.8,24.7,23.9,11.4,0.01,11.3,11.5,11.4,0,0,LOW
555.4,0.688,3.3,44.3,51.6,19.6,15.2,13.4,0.18,13.6,14.2,15.5,0,1,MODERATE
574.0,0.256,32.6,99.7,77.2,11.1,100.0,28.4,5.04,36.4,42.7,58.0,0,3,CRITICAL
545.3,0.923,14.3,37.1,58.2,17.1,85.2,31.2,5.19,38.6,47.0,61.4,0,3,CRITICAL
543.3,0.97,3.8,48.1,58.5,10.8,36.0,20.9,-0.18,20.2,19.4,20.9,0,1,MODERATE
571.0,0.326,22.9,85.2,76.1,12.4,100.0,32.9,4.01,38.7,45.6,57.2,0,3,CRITICAL
556.5,0.663,12.9,60.5,55.8,15.6,80.7,31.0,3.84,36.4,42.3,54.7,0,3,CRITICAL
582.9,0.049,16.7,36.9,43.0,25.0,50.3,16.7,0.47,17.1,19.0,19.2,0,1,MODERATE
584.5,0.012,11.1,34.8,54.7,21.2,50.1,11.4,0.07,11.7,11.4,11.8,0,0,LOW
569.7,0.356,31.8,79.2,66.7,21.3,100.0,32.9,5.07,40.3,48.6,63.0,0,3,CRITICAL
557.5,0.64,31.8,88.4,84.0,15.5,100.0,34.3,5.44,42.3,50.1,64.4,0,3,CRITICAL
578.2,0.158,22.2,97.8,69.7,19.7,100.0,26.6,3.8,32.3,38.0,50.2,0,3,CRITICAL
545.0,0.93,2.0,8.7,32.0,15.1,7.4,16.3,-0.02,16.1,17.1,14.7,0,1,MODERATE
573.9,0.258,32.9,105.2,78.2,12.8,100.0,26.1,4.3,32.7,38.5,52.3,0,3,CRITICAL
562.0,0.535,20.0,57.7,59.3,22.6,91.8,27.5,4.64,34.2,41.5,55.3,0,3,CRITICAL
580.4,0.107,21.5,85.5,81.7,16.4,100.0,26.2,3.44,31.3,37.1,46.0,0,3,CRITICAL
566.3,0.435,8.1,38.9,42.1,21.0,28.4,15.9,0.14,16.3,15.4,17.7,0,1,MODERATE
555.0,0.698,38.1,75.9,67.5,16.1,100.0,32.9,6.76,43.4,53.2,70.5,0,3,CRITICAL
571.8,0.307,23.3,83.2,74.4,16.5,100.0,31.5,4.52,38.5,44.5,58.6,0,3,CRITICAL
546.6,0.893,2.2,26.2,41.2,16.6,9.6,15.2,0.2,15.6,15.5,14.9,0,1,MODERATE
583.0,0.047,9.4,29.2,52.7,12.4,69.9,17.7,0.08,18.0,18.2,18.6,0,1,MODERATE
548.6,0.847,39.1,76.6,76.3,10.3,100.0,33.2,5.96,42.4,52.0,67.3,0,3,CRITICAL
568.3,0.388,0.9,14.4,43.2,18.4,3.7,6.5,-0.11,6.2,6.8,4.2,0,0,LOW
572.9,0.281,58.6,114.4,89.8,11.0,100.0,28.2,6.5,38.2,46.9,67.5,0,3,CRITICAL
548.8,0.842,20.5,81.9,66.7,19.9,100.0,34.4,4.98,41.9,48.4,63.5,0,3,CRITICAL
573.0,0.279,18.0,55.2,63.1,17.9,100.0,29.9,2.7,34.4,37.9,46.8,0,3,CRITICAL
580.0,0.116,5.7,51.7,55.5,19.3,28.7,7.2,-0.13,7.3,7.0,6.6,0,0,LOW
562.5,0.523,5.1,30.8,54.8,11.6,42.2,17.3,0.04,17.0,17.1,16.3,0,1,MODERATE
555.3,0.691,51.3,141.0,90.8,16.0,100.0,34.9,7.31,45.8,56.4,75.5,0,3,CRITICAL
571.6,0.312,6.4,28.8,37.0,19.4,21.4,11.2,-0.03,11.4,10.3,9.3,0,0,LOW
546.0,0.907,26.9,68.5,59.1,16.8,100.0,33.9,5.01,40.9,47.9,61.7,0,3,CRITICAL
548.0,0.86,9.0,28.0,41.9,22.4,29.5,20.9,0.35,21.0,21.1,23.8,0,1,MODERATE
547.2,0.879,2.7,10.5,43.5,18.2,11.3,11.8,-0.12,11.3,11.0,11.4,0,0,LOW
542.2,0.995,0.2,18.9,41.8,23.5,0.6,15.2,-0.37,15.1,13.7,12.4,0,1,MODERATE
545.5,0.919,14.1,66.1,61.6,22.5,67.6,29.3,0.33,29.7,30.4,30.3,0,2,HIGH
547.8,0.865,67.0,208.0,100.0,19.5,100.0,34.1,8.69,46.7,61.0,84.4,0,3,CRITICAL
579.3,0.133,8.3,25.1,49.6,21.8,33.0,11.4,-0.04,10.9,10.6,10.4,0,0,LOW
573.8,0.26,8.0,24.5,42.6,24.5,24.3,8.1,-0.04,8.3,8.3,6.2,0,0,LOW
571.9,0.305,7.6,45.3,62.1,10.0,82.6,27.6,2.31,31.5,34.8,39.7,0,2,HIGH
551.3,0.784,13.2,43.4,44.0,16.9,60.1,24.4,0.17,24.7,24.2,26.1,0,2,HIGH
550.4,0.805,10.5,13.3,28.5,13.1,40.0,22.5,-0.11,22.1,22.7,21.6,0,2,HIGH
560.3,0.574,38.2,123.2,87.2,17.8,100.0,30.9,5.76,39.5,47.2,65.8,0,3,CRITICAL
568.4,0.386,12.7,49.5,50.7,16.5,68.3,19.9,0.2,20.1,20.3,20.9,0,1,MODERATE
578.0,0.163,12.8,34.1,49.7,24.2,46.0,15.7,0.37,16.7,16.4,18.2,0,1,MODERATE
545.0,0.93,2.7,9.1,40.4,17.4,11.0,17.8,-0.17,18.0,16.9,15.9,0,1,MODERATE
577.7,0.17,73.1,145.3,97.9,14.6,100.0,27.5,7.47,38.9,49.1,71.5,0,3,CRITICAL
580.7,0.1,5.2,23.8,37.0,17.0,19.8,8.6,-0.17,8.7,8.1,8.9,0,0,LOW
575.1,0.23,1.4,33.3,40.1,17.0,5.8,4.5,0.2,4.6,5.6,6.1,0,0,LOW
547.5,0.872,19.6,81.3,76.1,14.3,100.0,36.0,4.71,43.2,50.4,62.2,0,3,CRITICAL
573.4,0.27,16.3,44.6,44.3,14.5,87.1,25.3,2.97,30.1,35.1,41.8,0,3,CRITICAL
580.7,0.1,9.7,54.4,50.6,24.7,34.8,8.7,-0.06,8.9,8.2,7.4,0,0,LOW
557.0,0.651,9.9,50.9,65.2,21.6,52.3,22.0,0.38,22.8,23.8,25.2,0,2,HIGH
570.8,0.33,27.7,82.7,64.3,10.1,100.0,31.7,3.87,37.7,43.4,52.8,0,3,CRITICAL
552.0,0.767,3.9,34.2,38.6,19.2,13.7,16.0,0.08,16.1,15.3,18.0,0,1,MODERATE
579.7,0.123,30.9,45.9,57.9,17.9,100.0,28.3,4.54,34.8,41.6,55.0,0,3,CRITICAL
548.9,0.84,18.8,39.1,48.8,20.8,77.2,29.8,4.16,36.3,42.0,55.4,0,3,CRITICAL
561.3,0.551,9.8,22.7,49.1,22.3,37.8,17.7,0.27,17.7,19.3,18.8,0,1,MODERATE
543.7,0.96,11.0,52.0,47.8,10.5,87.6,34.9,4.18,40.9,46.5,59.0,0,3,CRITICAL
551.7,0.774,5.3,39.8,46.6,18.5,23.4,14.0,0.09,14.3,14.4,15.7,0,1,MODERATE
564.6,0.474,25.1,53.4,50.0,15.9,100.0,31.4,4.8,38.8,45.0,58.6,0,3,CRITICAL
545.4,0.921,12.9,30.3,52.3,17.5,67.5,31.0,0.37,32.0,31.7,32.3,0,2,HIGH
584.0,0.023,7.0,39.3,45.5,18.9,29.5,5.8,-0.03,6.2,5.2,5.2,0,0,LOW
546.8,0.888,16.3,64.3,56.2,23.6,67.9,28.7,0.37,29.2,29.4,31.7,0,2,HIGH
571.7,0.309,98.2,265.3,100.0,23.1,100.0,28.8,9.56,43.1,57.0,85.3,0,3,CRITICAL
